Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.00   405.92      0.00       11     0.00     0.91  #<BinData::Struct:0x007fd33867fee0>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd3387097f8>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd338743b60>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd3386736e0>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3386dda68>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd338608520>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd338622218>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd338622218>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd3385bb360>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd3386202b0>.total_len
  0.00   405.92      0.00       11     0.00     0.91  #<BinData::Struct:0x007fd3385bb360>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd3382c0480>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd338305918>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd33822f840>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd338280b78>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd3381b0770>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3381cde38>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3381cde38>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd338153200>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd3381cc128>.total_len
  0.00   405.92      0.00       11     0.00     0.00  #<BinData::Struct:0x007fd338153200>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x00000002f2d788>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x00000002fb3dd8>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x00000002e8b410>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x00000002ef3ce0>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x0000000275d530>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x000000027f2cc0>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x000000027f2cc0>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x0000000261a038>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x000000027e2500>.total_len
  0.00   405.92      0.00       11     0.00     0.91  #<BinData::Struct:0x0000000261a038>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd338743818>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd338788c10>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd3386dcf28>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd338716610>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd338645b28>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd33865af28>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd33865af28>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd3385f3260>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd3386593a8>.total_len
  0.00   405.92      0.00       11     0.00     0.91  #<BinData::Struct:0x007fd3385f3260>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd3382fb418>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd338341288>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd338272028>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3382c2d70>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd3381eae70>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3382107b0>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3382107b0>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd338195100>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd338206cb0>.total_len
  0.00   405.92      0.00       11     0.00     1.82  #<BinData::Struct:0x007fd338195100>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x00000002f8f208>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x00000002feedc0>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x00000002edd9e0>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x00000002f2eb10>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x00000002e35b78>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x00000002e58420>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x00000002e58420>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x000000026b4bb0>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x00000002e50338>.total_len
  0.00   405.92      0.00       11     0.00     0.00  #<BinData::Struct:0x000000026b4bb0>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd338771ee8>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3387af450>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd3386fefd8>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd338741810>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd338667250>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3386ac918>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3386ac918>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd338620af8>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd3386a2d28>.total_len
  0.00   405.92      0.00       11     0.00     0.00  #<BinData::Struct:0x007fd338620af8>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd338324638>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd33836a700>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd3382a9dc0>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3382ef6b8>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd338212ee8>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd338238800>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd338238800>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd3381bc728>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd33822eda0>.total_len
  0.00   405.92      0.00       11     0.00     0.00  #<BinData::Struct:0x007fd3381bc728>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x00000002fd6ae0>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x0000000302cf58>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x00000002f063b8>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x00000002f5cb50>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x00000002e58470>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x00000002e7e878>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x00000002e7e878>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x0000000275a4c0>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x00000002e738d8>.total_len
  0.00   405.92      0.00       11     0.00     2.73  #<BinData::Struct:0x0000000275a4c0>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd33878a218>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3387d3a58>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd338716cf0>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd33875dab0>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd3386a2620>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3386c4a68>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3386c4a68>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd338638090>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd3386baba8>.total_len
  0.00   405.92      0.00       11     0.00     0.00  #<BinData::Struct:0x007fd338638090>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd338336770>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd338380938>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd3382b7650>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd338305878>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd33822c578>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd33824a0c8>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd33824a0c8>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd3381cd4d8>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd338248318>.total_len
  0.00   405.92      0.00       11     0.00     1.82  #<BinData::Struct:0x007fd3381cd4d8>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x00000002fe1df0>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x000000030602b8>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x00000002f146e8>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x00000002f732b0>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x00000002e61228>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x00000002e89e08>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x00000002e89e08>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x0000000277b648>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x00000002e81410>.total_len
  0.00   405.92      0.00       11     0.00     0.00  #<BinData::Struct:0x0000000277b648>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd33878b690>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3387dd238>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd338717880>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd33875e9d8>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd3386a26e8>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3386c5080>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3386c5080>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd33862fbe8>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd3386bb0d0>.total_len
  0.00   405.92      0.00       11     0.00     0.91  #<BinData::Struct:0x007fd33862fbe8>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd338335af0>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd338380230>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd3382b6138>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3383047c0>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd33821e338>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd338248458>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd338248458>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd3381bf040>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd33823a678>.total_len
  0.00   405.92      0.00       11     0.00     0.91  #<BinData::Struct:0x007fd3381bf040>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x00000002fd7eb8>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x0000000302f6e0>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x00000002f05148>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x00000002f5d140>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x00000002e504c8>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x00000002e7cc30>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x00000002e7cc30>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x0000000274dfb8>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x00000002e70d90>.total_len
  0.00   405.92      0.00       11     0.00     0.91  #<BinData::Struct:0x0000000274dfb8>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd33877de28>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3387d0740>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd338709488>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3387513f0>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd338667b60>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3386adfe8>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3386adfe8>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd338620328>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd3386a3db8>.total_len
  0.00   405.92      0.00       11     0.00     0.00  #<BinData::Struct:0x007fd338620328>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd33831a020>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd338369918>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd33828e3b8>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3382ece68>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd3382053b0>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd33821f710>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd33821f710>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd3381a1a68>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd33821d820>.total_len
  0.00   405.92      0.00       11     0.00     0.91  #<BinData::Struct:0x007fd3381a1a68>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x00000002f9f658>.xid
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x00000002ed3b20>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x00000002f30230>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x00000002805e60>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x00000002e496f0>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x00000002e496f0>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x0000000268d510>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x00000002e45f78>.total_len
  0.00   405.92      0.00       11     0.00     2.73  #<BinData::Struct:0x0000000268d510>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd33875d9c0>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3387a0220>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd3386e84e0>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd338723cc0>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd338645ec0>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd33865bbf8>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd33865bbf8>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd3385f1eb0>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd338659f60>.total_len
  0.00   405.92      0.00       11     0.00     0.91  #<BinData::Struct:0x007fd3385f1eb0>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd3382ef230>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3383365b8>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd338257570>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3382b5940>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd3381cc5b0>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3381eaa60>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3381eaa60>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd33816d7b8>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd3381e8dc8>.total_len
  0.00   405.92      0.00       11     0.00     1.82  #<BinData::Struct:0x007fd33816d7b8>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x00000002f2fab0>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x00000002fcfbc8>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x00000002e80650>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x00000002ef1878>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x0000000272c7c8>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x0000000278ec70>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x0000000278ec70>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x000000023e8288>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x000000027799d8>.total_len
  0.00   405.92      0.00       11     0.00     1.82  #<BinData::Struct:0x000000023e8288>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd338720d18>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd338768d48>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd3386a2d50>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3386eaf10>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd3385ff6a0>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd338621f98>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd338621f98>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd3385b9498>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd338617c00>.total_len
  0.00   405.92      0.00       11     0.00     2.73  #<BinData::Struct:0x007fd3385b9498>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd3382a93c0>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3382f8600>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd338207ed0>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3382641a8>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd338179270>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3381971a8>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3381971a8>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd33811a9a0>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd338195498>.total_len
  0.00   405.92      0.00       11     0.00     0.91  #<BinData::Struct:0x007fd33811a9a0>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x00000002ecade0>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x00000002f2c5e0>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x000000027f4ed0>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x00000002e7d478>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x000000023f82a0>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x00000002626f18>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x00000002626f18>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd3388838e0>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x0000000261d350>.total_len
  0.00   405.92      0.00       11     0.00     0.91  #<BinData::Struct:0x007fd3388838e0>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd3386d2168>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3387156c0>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd33862e680>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd338672c40>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd3385b87a0>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3385d2510>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd3385d2510>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd33856b4c8>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd3385d05d0>.total_len
  0.00   405.92      0.00       11     0.00     0.91  #<BinData::Struct:0x007fd33856b4c8>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd3382388c8>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd338283eb8>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x007fd3381a0eb0>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007fd3381f5910>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd33810fa78>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd338135840>.ofp_version
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007fd338135840>.message_type
  0.00   405.92      0.00        9     0.00     0.00  #<BinData::Struct:0x007fd3380b92b8>.reason
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd33812ba20>.total_len
  0.00   405.92      0.00       11     0.00     0.91  #<BinData::Struct:0x007fd3380b92b8>.reason=
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x00000002e445d8>.xid
  0.00   405.92      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x00000002e9e628>._length
  0.00   405.92      0.00        3     0.00     0.00  #<BinData::Struct:0x00000002624628>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x00000002761c20>.message_type
  0.00   405.92      0.00        4     0.00     0.00  #<BinData::Struct:0x007fd338689fa8>.xid
  0.00   405.92      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x000000020621b8>.ofp_version
